cat,word/character,pronunciation,definition,code,alt
1401,鼻,bí,(=鼻子 bízi) nose,s,
1401,鼻,bí,(=鼻子 bízi) nose,t,
1402,赖,lài,rely,s,
1402,賴,lài,rely,t,
1402,赖,lài,hang around,s,
1402,賴,lài,hang around,t,
1402,赖,lài,blame falsely,s,
1402,賴,lài,blame falsely,t,
1402,赖,lài,deny error,s,
1402,賴,lài,deny error,t,
1403,仰,yǎng,face upward,s,
1403,仰,yǎng,face upward,t,
1404,愤,fèn,"(=气愤 qìfèn, =愤怒 fènnù) angry",s,
1404,憤,fèn,"(=气愤 qìfèn, =愤怒 fènnù) angry",t,
1405,慕,mù,羡慕 xiànmù envy,s,
1405,慕,mù,羡慕 xiànmù envy,t,
1405,慕,mù,admire,s,
1405,慕,mù,admire,t,
1406,俄,é,"very soon, suddenly",s,
1406,俄,é,"very soon, suddenly",t,
1407,映,yìng,shine,s,
1407,映,yìng,shine,t,
1408,询,xún,"询问 xúnwèn ask about, inquire",s,
1408,詢,xún,"询问 xúnwèn ask about, inquire",t,
1409,惨,cǎn,tragic,s,
1409,慘,cǎn,tragic,t,
1409,惨,cǎn,savage,s,
1409,慘,cǎn,savage,t,
1410,麦,mài,"wheat, etc",s,
1410,麥,mài,"wheat, etc",t,
1411,宿,sù,"stay overnight, <family name>",s,
1411,宿,sù,"stay overnight, <family name>",t,
1411,宿,xiǔ,<classifier for nights>,s,
1411,宿,xiǔ,<classifier for nights>,t,
1411,宿,xiù,constellation in Chinese astronomy,s,
1411,宿,xiù,constellation in Chinese astronomy,t,
1412,倍,bèi,times,s,
1412,倍,bèi,times,t,
1413,粗,cū,"thick, rough, coarse",s,
1413,粗,cū,"thick, rough, coarse",t,
1414,腾,téng,"jump, gallop, vacate",s,
1414,騰,téng,"jump, gallop, vacate",t,
1414,腾,tēng,thump,s,
1414,騰,tēng,thump,t,
1415,稍,shāo,"(稍稍, 稍微) a little, a bit, slightly",s,
1415,稍,shāo,"(稍稍, 稍微) a little, a bit, slightly",t,
1416,截,jié,"cut, stop",s,
1416,截,jié,"cut, stop",t,
1416,截,jié,"section, length",s,
1416,截,jié,"section, length",t,
1417,染,rǎn,to dye,s,
1417,染,rǎn,to dye,t,
1417,染,rǎn,catch (disease),s,
1417,染,rǎn,catch (disease),t,
1418,乌,wū,"(=乌鸦 wūyā) crow, (=乌黑 wūhēi) black",s,
1418,烏,wū,"(=乌鸦 wūyā) crow, (=乌黑 wūhēi) black",t,
1419,愈,yù,"heal, get better",s,
1419,愈,yù,"heal, get better",t,
1420,岗,gǎng,"mound, sentry",s,
1420,崗,gǎng,"mound, sentry",t,
1421,柳,liǔ,willow,s,
1421,柳,liǔ,willow,t,
1422,铺,pū,"spread, unfold",s,
1422,鋪,pū,"spread, unfold",t,
1422,铺,pū,pave,s,
1422,鋪,pū,pave,t,
1422,铺,pù,"shop, store",s,
1422,鋪,pù,"shop, store",t,
1422,铺,pù,plank bed,s,
1422,鋪,pù,plank bed,t,
1423,涉,shè,"wade, ford, go through, involve",s,
1423,涉,shè,"wade, ford, go through, involve",t,
1424,疾,jí,(=疾病 jíbìng) illness,s,
1424,疾,jí,(=疾病 jíbìng) illness,t,
1425,挡,dǎng,"ward off, block, gear (of car)",s,
1425,擋,dǎng,"ward off, block, gear (of car)",t,
1426,奉,fèng,"accept, offer",s,
1426,奉,fèng,"accept, offer",t,
1427,踏,tà,step on,s,
1427,踏,tà,step on,t,
1427,踏,tā,"(=塌 tā) collapse, sink, calm down",s,
1427,踏,tā,"(=塌 tā) collapse, sink, calm down",t,
1428,忠,zhōng,faithful,s,
1428,忠,zhōng,faithful,t,
1429,伍,wǔ,"(=五 wǔ) five, <family name>",s,
1429,伍,wǔ,"(=五 wǔ) five, <family name>",t,
1430,躲,duǒ,"hide (oneself), avoid, dodge",s,
1430,躲,duǒ,"hide (oneself), avoid, dodge",t,
1431,籍,jí,"book, registry, native place, membership",s,
1431,籍,jí,"book, registry, native place, membership",t,
1432,努,nǔ,努力 nǔlì try hard,s,
1432,努,nǔ,努力 nǔlì try hard,t,
1433,朗,lǎng,"爽朗 shuǎnglǎng, 明朗 bright and clear",s,
1433,朗,lǎng,"爽朗 shuǎnglǎng, 明朗 bright and clear",t,
1434,箱,xiāng,box,s,
1434,箱,xiāng,box,t,
1435,裁,cái,cut cloth or paper,s,
1435,裁,cái,cut cloth or paper,t,
1435,裁,cái,reduce,s,
1435,裁,cái,reduce,t,
1435,裁,cái,decide,s,
1435,裁,cái,decide,t,
1435,裁,cái,sanction,s,
1435,裁,cái,sanction,t,
1436,帐,zhàng,curtain,s,
1436,帳,zhàng,curtain,t,
1436,帐,zhàng,account,s,
1436,帳,zhàng,account,t,
1437,兼,jiān,double,s,
1437,兼,jiān,double,t,
1438,彼,bǐ,彼此 bǐcǐ each other,s,
1438,彼,bǐ,彼此 bǐcǐ each other,t,
1439,霞,xiá,rosy clouds,s,
1439,霞,xiá,rosy clouds,t,
1440,猪,zhū,pig,s,
1440,豬,zhū,pig,t,
1441,悉,xī,"熟悉 shúxī know well, be familiar with",s,
1441,悉,xī,"熟悉 shúxī know well, be familiar with",t,
1442,扎,zhā,prick,s,
1442,扎,zhā,prick,t,
1443,劝,quàn,advise,s,
1443,勸,quàn,advise,t,
1444,薄,báo,thin,s,
1444,薄,báo,thin,t,
1444,薄,bó,slight,s,
1444,薄,bó,slight,t,
1445,筑,zhù,"build, construct",s,
1445,築,zhù,"build, construct",t,
1446,俊,jùn,"handsome, pretty",s,
1446,俊,jùn,"handsome, pretty",t,
1447,鞋,xié,shoe,s,
1447,鞋,xié,shoe,t,
1448,距,jù,(距离 jùlí) distance,s,
1448,距,jù,(距离 jùlí) distance,t,
1449,侵,qīn,"(=侵略 qīnlüè, =侵入 qīnrù) invade, intrude into",s,
1449,侵,qīn,"(=侵略 qīnlüè, =侵入 qīnrù) invade, intrude into",t,
1450,欣,xīn,欣赏 xīnshǎng enjoy,s,
1450,欣,xīn,欣赏 xīnshǎng enjoy,t,
1451,挤,jǐ,squeeze,s,
1451,擠,jǐ,squeeze,t,
1451,挤,jǐ,crowd,s,
1451,擠,jǐ,crowd,t,
1451,挤,jǐ,"push, jostle",s,
1451,擠,jǐ,"push, jostle",t,
1452,媒,méi,"go-between, matchmaker",s,
1452,媒,méi,"go-between, matchmaker",t,
1453,吐,tǔ,spit,s,
1453,吐,tǔ,spit,t,
1454,魂,hún,"(灵魂 línghún) soul, spirit, mood",s,
1454,魂,hún,"(灵魂 línghún) soul, spirit, mood",t,
1455,洁,jié,"(=纯洁 chúnjié) pure, (=清洁 qīngjié) clean, sanitay",s,
1455,潔,jié,"(=纯洁 chúnjié) pure, (=清洁 qīngjié) clean, sanitay",t,
1456,枝,zhī,branch,s,
1456,枝,zhī,branch,t,
1456,枝,qí,"(=歧 qí) fork, brach, divergent",s,
1456,枝,qí,"(=歧 qí) fork, brach, divergent",t,
1457,盈,yíng,full,s,
1457,盈,yíng,full,t,
1458,阻,zǔ,block,s,
1458,阻,zǔ,block,t,
1459,陷,xiàn,"pit, trap",s,
1459,陷,xiàn,"pit, trap",t,
1459,陷,xiàn,cave in,s,
1459,陷,xiàn,cave in,t,
1460,甲,jiǎ,helmet,s,
1460,甲,jiǎ,helmet,t,
1461,郑,zhèng,<family name>,s,
1461,鄭,zhèng,<family name>,t,
1462,鸣,míng,"cry of birds, animals, insects",s,
1462,鳴,míng,"cry of birds, animals, insects",t,
1462,鸣,míng,"ring, sound",s,
1462,鳴,míng,"ring, sound",t,
1462,鸣,míng,express,s,
1462,鳴,míng,express,t,
1463,倘,tǎng,"(=倘若 tǎngruò) if, supposing",s,
1463,倘,tǎng,"(=倘若 tǎngruò) if, supposing",t,
1464,剩,shèng,"be left over, remain, (=剩余 shèngyú) surplus, left over, remain",s,
1464,剩,shèng,"be left over, remain, (=剩余 shèngyú) surplus, left over, remain",t,
1465,颗,kē,"grain, small round object, <classifier for small round things>",s,
1465,顆,kē,"grain, small round object, <classifier for small round things>",t,
1466,拖,tuō,"pull, drag",s,
1466,拖,tuō,"pull, drag",t,
1466,拖,tuō,procrastinate,s,
1466,拖,tuō,procrastinate,t,
1467,舒,shū,stretch,s,
1467,舒,shū,stretch,t,
1468,惠,huì,"恩惠 ēnhuì favor, kindness",s,
1468,惠,huì,"恩惠 ēnhuì favor, kindness",t,
1469,昏,hūn,"dusk, dark, to faint",s,
1469,昏,hūn,"dusk, dark, to faint",t,
1470,振,zhèn,"shake, stimulate",s,
1470,振,zhèn,"shake, stimulate",t,
1471,戒,jiè,forbid,s,
1471,戒,jiè,forbid,t,
1472,丧,sàng,丧失 forfeit,s,
1472,喪,sàng,丧失 forfeit,t,
1473,焦,jiāo,burnt,s,
1473,焦,jiāo,burnt,t,
1474,爬,pá,"crawl, climb",s,
1474,爬,pá,"crawl, climb",t,
1475,凌,líng,insult,s,
1475,凌,líng,insult,t,
1475,凌,líng,encroach,s,
1475,凌,líng,encroach,t,
1475,凌,líng,draw near,s,
1475,凌,líng,draw near,t,
1476,慧,huì,智慧 zhìhuì wisdom,s,
1476,慧,huì,智慧 zhìhuì wisdom,t,
1477,偶,ǒu,"(偶然 ǒurán) by chance, even number{Compare with 奇 jī odd}",s,
1477,偶,ǒu,"(偶然 ǒurán) by chance, even number{Compare with 奇 jī odd}",t,
1478,晃,huàng,"(摇晃 yáohuang) shake, sway",s,
1478,晃,huàng,"(摇晃 yáohuang) shake, sway",t,
1478,晃,huǎng,dazzle,s,
1478,晃,huǎng,dazzle,t,
1478,晃,huāng,,s,
1478,晃,huāng,,t,
1479,桃,táo,(桃子) peach,s,
1479,桃,táo,(桃子) peach,t,
1480,赤,chì,"red, bare",s,
1480,赤,chì,"red, bare",t,
1481,烂,làn,messy,s,
1481,爛,làn,messy,t,
1481,烂,lān,,s,
1481,爛,lān,,t,
1482,骗,piàn,(欺骗) deceive,s,
1482,騙,piàn,(欺骗) deceive,t,
1482,骗,piàn,"cheat, swindle",s,
1482,騙,piàn,"cheat, swindle",t,
1483,措,cuò,arrange,s,
1483,措,cuò,arrange,t,
1484,页,yè,page,s,
1484,頁,yè,page,t,
1485,凶,xiōng,terrible,s,
1485,凶,xiōng,terrible,t,
1486,泰,tài,"peace, quiet",s,
1486,泰,tài,"peace, quiet",t,
1487,尸,shī,"corpse, 尸体 shītǐ dead body",s,
1487,屍,shī,"corpse, 尸体 shītǐ dead body",t,
1488,坡,pō,"slope, hillside",s,
1488,坡,pō,"slope, hillside",t,
1489,勒,lēi,tie or strap tightly,s,
1489,勒,lēi,tie or strap tightly,t,
1490,疗,liáo,"treat, cure",s,
1490,療,liáo,"treat, cure",t,
1491,塔,tǎ,"pagoda, tower",s,
1491,塔,tǎ,"pagoda, tower",t,
1492,尘,chén,(灰尘 huīchén) dust,s,
1492,塵,chén,(灰尘 huīchén) dust,t,
1493,躺,tǎng,lie down,s,
1493,躺,tǎng,lie down,t,
1494,殊,shū,"特殊 tèshū special, particular",s,
1494,殊,shū,"特殊 tèshū special, particular",t,
1495,慰,wèi,"安慰 comfort, console",s,
1495,慰,wèi,"安慰 comfort, console",t,
1496,壇,tán,altar,t,
1496,坛,tán,"(F 壇) altar, raised plot of ground",s,
1496,坛,tán,"(F 壇) altar, raised plot of ground",t,
1496,罈,tán,jar,t,
1496,坛,tán,"(F 罈) jar, jug",s,
1496,坛,tán,"(F 罈) jar, jug",t,
1497,甘,gān,sweet,s,
1497,甘,gān,sweet,t,
1498,咬,yǎo,bite,s,
1498,咬,yǎo,bite,t,
1498,咬,yǎo,bark,s,
1498,咬,yǎo,bark,t,
1498,咬,yǎo,pronounce,s,
1498,咬,yǎo,pronounce,t,
1499,拒,jù,resist,s,
1499,拒,jù,resist,t,
1500,彪,biāo,young tiger,s,
1500,彪,biāo,young tiger,t,
1501,炸,zhà,"(爆炸 bàozhà) explode, blow up",s,
1501,炸,zhà,"(爆炸 bàozhà) explode, blow up",t,
1501,炸,zhá,deep fry,s,
1501,炸,zhá,deep fry,t,
1502,井,jǐng,"(water) well, <family name>",s,
1502,井,jǐng,"(water) well, <family name>",t,
1503,崇,chóng,"worship, high, sublime",s,
1503,崇,chóng,"worship, high, sublime",t,
1504,饮,yǐn,drink,s,
1504,飲,yǐn,drink,t,
1504,饮,yìn,give animals water to drink,s,
1504,飲,yìn,give animals water to drink,t,
1505,祝,zhù,express good wishes,s,
1505,祝,zhù,express good wishes,t,
1506,汪,wāng,"汪汪 wāngwāng tearful, bow-wow",s,
1506,汪,wāng,"汪汪 wāngwāng tearful, bow-wow",t,
1507,牢,láo,"firm, durable",s,
1507,牢,láo,"firm, durable",t,
1508,桂,guì,laurel (bay) tree,s,
1508,桂,guì,laurel (bay) tree,t,
1509,尾,wěi,(=尾巴 wěiba) tail,s,
1509,尾,wěi,(=尾巴 wěiba) tail,t,
1510,漂,piāo,float,s,
1510,漂,piāo,float,t,
1511,聊,liáo,"just, slightly",s,
1511,聊,liáo,"just, slightly",t,
1512,撒,sā,"cast, let go",s,
1512,撒,sā,"cast, let go",t,
1512,撒,sǎ,"scatter, sprinkle",s,
1512,撒,sǎ,"scatter, sprinkle",t,
1513,恰,qià,"(恰当 qiàdàng) appropriate, suitable",s,
1513,恰,qià,"(恰当 qiàdàng) appropriate, suitable",t,
1514,凝,níng,混凝土 hùnníngtǔ concrete,s,
1514,凝,níng,混凝土 hùnníngtǔ concrete,t,
1515,矛,máo,spear,s,
1515,矛,máo,spear,t,
1516,於,Yū,<family name>,s,
1516,於,Yū,<family name>,t,
1516,於,wū,<archaic> sigh and exclaim,s,
1516,於,wū,<archaic> sigh and exclaim,t,
1516,於,yú,"(S 于) in, at, to, from, by, than",s,
1516,於,yú,"(S 于) in, at, to, from, by, than",t,
1517,宾,bīn,guest,s,
1517,賓,bīn,guest,t,
1518,绪,xù,"情绪 qíngxù mood, depression",s,
1518,緒,xù,"情绪 qíngxù mood, depression",t,
1519,彭,Péng,<family name>,s,
1519,彭,Péng,<family name>,t,
1520,肚,dù,(肚子 dùzi) stomach,s,
1520,肚,dù,(肚子 dùzi) stomach,t,
1520,肚,dǔ,tripe,s,
1520,肚,dǔ,tripe,t,
1521,匆,cōng,"urgent, rushed",s,
1521,匆,cōng,"urgent, rushed",t,
1522,描,miáo,"trace, touch up",s,
1522,描,miáo,"trace, touch up",t,
1523,粉,fěn,powder,s,
1523,粉,fěn,powder,t,
1524,贼,zéi,thief,s,
1524,賊,zéi,thief,t,
1525,乏,fá,(=缺乏 quēfá) lack,s,
1525,乏,fá,(=缺乏 quēfá) lack,t,
1526,盾,dùn,shield,s,
1526,盾,dùn,shield,t,
1527,愁,chóu,worry,s,
1527,愁,chóu,worry,t,
1528,斜,xié,slanting,s,
1528,斜,xié,slanting,t,
1529,裂,liè,"split, crack: 分裂 fēnliè split, divide, break up, fission",s,
1529,裂,liè,"split, crack: 分裂 fēnliè split, divide, break up, fission",t,
1529,裂,liě,crack open,s,
1529,裂,liě,crack open,t,
1530,滑,huá,"slip, slide, smooth, slippery",s,
1530,滑,huá,"slip, slide, smooth, slippery",t,
1531,斐,fěi,to possess literary talent,s,
1531,斐,fěi,to possess literary talent,t,
1532,废,fèi,waste,s,
1532,廢,fèi,waste,t,
1533,寂,jì,寂寞 jìmò lonely,s,
1533,寂,jì,寂寞 jìmò lonely,t,
1534,涌,yǒng,"gush, pour, rise, surge",s,
1534,涌,yǒng,"gush, pour, rise, surge",t,
1535,详,xiáng,详细 xiángxì detailed,s,
1535,詳,xiáng,详细 xiángxì detailed,t,
1536,汤,tāng,"hot water, soup",s,
1536,湯,tāng,"hot water, soup",t,
1537,彻,chè,彻底 chèdǐ thorough,s,
1537,徹,chè,彻底 chèdǐ thorough,t,
1538,玄,xuán,"black, dark, profound, abstruse",s,
1538,玄,xuán,"black, dark, profound, abstruse",t,
1539,斤,jīn,half a kilogram,s,
1539,斤,jīn,half a kilogram,t,
1540,轰,hōng,"bang, boom, rumble, bomb, attack, drive out",s,
1540,轟,hōng,"bang, boom, rumble, bomb, attack, drive out",t,
1541,奸,jiān,"treacherous, traitor",s,
1541,奸,jiān,"treacherous, traitor",t,
1541,姦,jiān,adultery,t,
1541,奸,jiān,(F 姦) adultery,s,
1541,奸,jiān,(F 姦) adultery,t,
1542,怜,lián,"可怜 kělián poor, pitiful",s,
1542,憐,lián,"可怜 kělián poor, pitiful",t,
1543,朵,duǒ,"(=朵儿 duǒr) flower, <classifier for flowers, clouds etc.>",s,
1543,朵,duǒ,"(=朵儿 duǒr) flower, <classifier for flowers, clouds etc.>",t,
1544,佳,jiā,"good, beautiful",s,
1544,佳,jiā,"good, beautiful",t,
1545,皆,jiē,"<slightly archaic> all, everyone",s,
1545,皆,jiē,"<slightly archaic> all, everyone",t,
1546,鸟,niǎo,bird,s,
1546,鳥,niǎo,bird,t,
1547,邦,bāng,"nation, state, country",s,
1547,邦,bāng,"nation, state, country",t,
1548,扶,fú,"support with the hand, help",s,
1548,扶,fú,"support with the hand, help",t,
1549,毁,huǐ,destroy,s,
1549,毀,huǐ,destroy,t,
1550,聪,cōng,"聪明 cōngming clever, intelligent, bright",s,
1550,聰,cōng,"聪明 cōngming clever, intelligent, bright",t,
1551,辩,biàn,"(辩论 biànlùn) debate, argue",s,
1551,辯,biàn,"(辩论 biànlùn) debate, argue",t,
1552,瓶,píng,(=瓶子 píngzi) bottle,s,
1552,瓶,píng,(=瓶子 píngzi) bottle,t,
1553,饿,è,hungry,s,
1553,餓,è,hungry,t,
1554,蛇,shé,snake,s,
1554,蛇,shé,snake,t,
1555,捕,bǔ,catch,s,
1555,捕,bǔ,catch,t,
1556,搬,bān,move,s,
1556,搬,bān,move,t,
1557,沈,Shěn,"<family name>, liquid essence",s,
1557,沈,Shěn,"<family name>, liquid essence",t,
1557,瀋,Shěn,沈阳 Shěnyáng,t,
1557,沈,chén,(=沉) to sink,s,
1557,沈,chén,(=沉) to sink,t,
1558,枫,fēng,Chinese sweet gum (tree),s,
1558,楓,fēng,Chinese sweet gum (tree),t,
1558,枫,fēng,maple,s,
1558,楓,fēng,maple,t,
1559,舅,jiù,"舅舅 jiùjiu uncle, mother's brother",s,
1559,舅,jiù,"舅舅 jiùjiu uncle, mother's brother",t,
1560,幽,yōu,幽静 secluded,s,
1560,幽,yōu,幽静 secluded,t,
1561,魔,mó,"evil spirit, (=恶魔 èmó, =魔鬼 móguǐ) demon",s,
1561,魔,mó,"evil spirit, (=恶魔 èmó, =魔鬼 móguǐ) demon",t,
1562,琴,qín,zither-like instrument,s,
1562,琴,qín,zither-like instrument,t,
1563,挣,zhèng,struggle,s,
1563,掙,zhèng,struggle,t,
1563,挣,zhèng,earn,s,
1563,掙,zhèng,earn,t,
1564,聘,pìn,engage,s,
1564,聘,pìn,engage,t,
1565,弯,wān,"curve, bend",s,
1565,彎,wān,"curve, bend",t,
1566,墓,mù,"(=坟墓 fénmù) grave, tomb",s,
1566,墓,mù,"(=坟墓 fénmù) grave, tomb",t,
1567,欺,qī,"(=欺骗 qīpiàn) cheat, deceive, (=欺负 qīfu) bully",s,
1567,欺,qī,"(=欺骗 qīpiàn) cheat, deceive, (=欺负 qīfu) bully",t,
1568,悟,wù,realize,s,
1568,悟,wù,realize,t,
1569,蒋,Jiǎng,<family name>,s,
1569,蔣,Jiǎng,<family name>,t,
1570,臣,chén,"high official, overseer, (=大臣 dàchén) minister",s,
1570,臣,chén,"high official, overseer, (=大臣 dàchén) minister",t,
1571,返,fǎn,"(=返回 fǎnhuí) return, go back",s,
1571,返,fǎn,"(=返回 fǎnhuí) return, go back",t,
1572,违,wéi,"disobey, (=违反 wéifǎn, =违背 wéibèi) violate",s,
1572,違,wéi,"disobey, (=违反 wéifǎn, =违背 wéibèi) violate",t,
1573,亏,kuī,lose (money),s,
1573,虧,kuī,lose (money),t,
1574,丢,diū,"lose, misplace",s,
1574,丟,diū,"lose, misplace",t,
1575,援,yuán,"hold, help",s,
1575,援,yuán,"hold, help",t,
1576,赫,Hè,"<family name>, hertz",s,
1576,赫,Hè,"<family name>, hertz",t,
1577,魏,Wèi,"one of the Three Kingdoms, name of several dynasties, <family name>",s,
1577,魏,Wèi,"one of the Three Kingdoms, name of several dynasties, <family name>",t,
1578,耐,nài,be able to endure,s,
1578,耐,nài,be able to endure,t,
1579,佩,pèi,"wear (at the waist), admire, pendant waist ornament",s,
1579,佩,pèi,"wear (at the waist), admire, pendant waist ornament",t,
1580,酸,suān,"sour, acid",s,
1580,酸,suān,"sour, acid",t,
1581,盟,méng,"(联盟 liánméng) alliance, pact",s,
1581,盟,méng,"(联盟 liánméng) alliance, pact",t,
1582,胖,pàng,"fat, plump",s,
1582,胖,pàng,"fat, plump",t,
1582,胖,pán,<archaic> easy and comfortable,s,
1582,胖,pán,<archaic> easy and comfortable,t,
1583,傻,shǎ,"stupid, idiotic",s,
1583,傻,shǎ,"stupid, idiotic",t,
1584,绕,rào,"wind, coil, move around",s,
1584,繞,rào,"wind, coil, move around",t,
1585,哼,hēng,"groan, snort, hum",s,
1585,哼,hēng,"groan, snort, hum",t,
1585,哼,hng,humph,s,
1585,哼,hng,humph,t,
1586,秦,Qín,"the Qin Dynasty 221-207 B.C., <family name>",s,
1586,秦,Qín,"the Qin Dynasty 221-207 B.C., <family name>",t,
1587,屈,qū,"bend, submit, injustice",s,
1587,屈,qū,"bend, submit, injustice",t,
1588,辱,rǔ,"侮辱 wǔrǔ insult, humiliate",s,
1588,辱,rǔ,"侮辱 wǔrǔ insult, humiliate",t,
1589,昨,zuó,(=昨天 zuótiān) yesterday,s,
1589,昨,zuó,(=昨天 zuótiān) yesterday,t,
1590,瘦,shòu,"thin, lean, frail, skinny",s,
1590,瘦,shòu,"thin, lean, frail, skinny",t,
1591,暂,zàn,(=暂时 zànshí) temporary,s,
1591,暫,zàn,(=暂时 zànshí) temporary,t,
1592,箭,jiàn,arrow,s,
1592,箭,jiàn,arrow,t,
1593,署,shǔ,"(=署名 shǔmíng, =签署 qiānshǔ) sign one's name",s,
1593,署,shǔ,"(=署名 shǔmíng, =签署 qiānshǔ) sign one's name",t,
1594,赴,fù,"go to, attend",s,
1594,赴,fù,"go to, attend",t,
1595,递,dì,"hand over, pass, give",s,
1595,遞,dì,"hand over, pass, give",t,
1596,猜,cāi,guess,s,
1596,猜,cāi,guess,t,
1597,潜,qián,潜水艇 qiánshuǐtǐng submarine,s,
1597,潛,qián,潜水艇 qiánshuǐtǐng submarine,t,
1598,鸿,hóng,"(鸿雁 hóngyàn) swan, wild goose, vast",s,
1598,鴻,hóng,"(鸿雁 hóngyàn) swan, wild goose, vast",t,
1599,绩,jì,"成绩 grade, achievement",s,
1599,績,jì,"成绩 grade, achievement",t,
1600,耀,yào,"shine, dazzle",s,
1600,耀,yào,"shine, dazzle",t,
1601,涂,tú,spread on,s,
1601,塗,tú,spread on,t,
1602,割,gē,cut,s,
1602,割,gē,cut,t,
1603,豆,dòu,bean,s,
1603,豆,dòu,bean,t,
1604,闷,mēn,"muffled (of sound), stuffy, cut off from air circulation",s,
1604,悶,mēn,"muffled (of sound), stuffy, cut off from air circulation",t,
1604,闷,mèn,"bored, depressed",s,
1604,悶,mèn,"bored, depressed",t,
1605,亭,tíng,"(=亭子 tíngzi) pavilion, kiosk",s,
1605,亭,tíng,"(=亭子 tíngzi) pavilion, kiosk",t,
1606,祥,xiáng,(=吉祥 jíxiáng) auspicious,s,
1606,祥,xiáng,(=吉祥 jíxiáng) auspicious,t,
1607,励,lì,"鼓励 gǔlì, 激励 jīlì encourage",s,
1607,勵,lì,"鼓励 gǔlì, 激励 jīlì encourage",t,
1608,宇,yǔ,"eaves, universe",s,
1608,宇,yǔ,"eaves, universe",t,
1609,泛,fàn,flood,s,
1609,泛,fàn,flood,t,
1610,狼,láng,"wolf, greedy and cruel person",s,
1610,狼,láng,"wolf, greedy and cruel person",t,
1611,悔,huǐ,"(=后悔 hòuhuǐ) regret, repent",s,
1611,悔,huǐ,"(=后悔 hòuhuǐ) regret, repent",t,
1612,搭,dā,"put up, hang over, lift together",s,
1612,搭,dā,"put up, hang over, lift together",t,
1613,舰,jiàn,(=军舰 jūnjiàn) warship,s,
1613,艦,jiàn,(=军舰 jūnjiàn) warship,t,
1614,浮,fú,float,s,
1614,浮,fú,float,t,
1615,牵,qiān,"lead along (by hand, halter, etc.)",s,
1615,牽,qiān,"lead along (by hand, halter, etc.)",t,
1616,符,fú,符合 fúhé conform to,s,
1616,符,fú,符合 fúhé conform to,t,
1617,肃,sù,"严肃 yánsù serious, solemn",s,
1617,肅,sù,"严肃 yánsù serious, solemn",t,
1618,奴,nú,(=奴隶 núlì) slave,s,
1618,奴,nú,(=奴隶 núlì) slave,t,
1619,爆,bào,"(=爆炸 bàozhà) explode, (=爆发 bàofā) erupt, burst",s,
1619,爆,bào,"(=爆炸 bàozhà) explode, (=爆发 bàofā) erupt, burst",t,
1620,姊,zǐ,elder sister,s,
1620,姊,zǐ,elder sister,t,
1621,幼,yòu,"young, children",s,
1621,幼,yòu,"young, children",t,
1622,夹,jiā,"press, squeeze, clip",s,
1622,夾,jiā,"press, squeeze, clip",t,
1622,夹,jiá,lined (clothing),s,
1622,夾,jiá,lined (clothing),t,
1623,邀,yāo,(邀请 yāoqǐng) invite,s,
1623,邀,yāo,(邀请 yāoqǐng) invite,t,
1624,疯,fēng,crazy,s,
1624,瘋,fēng,crazy,t,
1625,允,yǔn,"允许 yǔnxǔ permit, allow",s,
1625,允,yǔn,"允许 yǔnxǔ permit, allow",t,
1626,恼,nǎo,"恼火 nǎohuǒ angry, annoyed",s,
1626,惱,nǎo,"恼火 nǎohuǒ angry, annoyed",t,
1627,租,zū,rent,s,
1627,租,zū,rent,t,
1628,椅,yǐ,(椅子 yǐzi) chair,s,
1628,椅,yǐ,(椅子 yǐzi) chair,t,
1629,尺,chǐ,"ruler, one-third of a meter",s,
1629,尺,chǐ,"ruler, one-third of a meter",t,
1630,侍,shì,"侍候 shìhòu wait upon, look after",s,
1630,侍,shì,"侍候 shìhòu wait upon, look after",t,
